query_id	stemmed	doc_id	terms	weight	query_or_doc
6	True	242	limit	3.7027074557212285	doc
6	True	242	system	1.5040773967762742	doc
6	True	2389	eastman	22.137024382884913	doc
6	True	2389	,	0.2835628293265795	doc
6	True	2389	c.	9.478501267356593	doc
6	True	2389	.	0.15909775754289263	doc
6	True	2389	autom	18.067228986795346	doc
6	True	2389	design	9.500247286731382	doc
6	True	2389	architectur	19.10527376873568	doc
6	True	2389	heurist	21.672428449524407	doc
6	True	2389	program	8.082729996128442	doc
6	True	2389	space	31.66450574928938	doc
6	True	2389	plan	36.36635826857671	doc
6	True	2389	preliminari	15.383148987065429	doc
6	True	2389	report	10.400955366600476	doc
6	True	2389	system	4.512232190328822	doc
6	True	2389	general	6.987456361136303	doc
6	True	2389	comput	1.2576124109282916	doc
6	True	2389	languag	10.441095137505297	doc
6	True	2389	set	2.511473677172722	doc
6	True	2389	allow	3.8825005661618244	doc
6	True	2389	formul	4.57564774672177	doc
6	True	2389	solv	6.974375659035355	doc
6	True	2389	class	3.427764409046877	doc
6	True	2389	problem	3.8862101962554094	doc
6	True	2389	extens	3.2930318150767204	doc
6	True	2389	algol	3.2681342634549932	doc
6	True	2389	includ	2.7738379416402132	doc
6	True	2389	mean	3.2046208577326674	doc
6	True	2389	repres	3.6062471895336663	doc
6	True	2389	object	3.380807425959106	doc
6	True	2389	manipul	3.3626251068759156	doc
6	True	2389	test	3.0352027057746205	doc
6	True	2389	result	2.3750618216828454	doc
6	True	2389	arrang	4.9366610922591	doc
6	True	2389	accord	4.9811128548299335	doc
6	True	2389	varieti	4.101863394636128	doc
6	True	2389	constraint	4.358583241483942	doc
6	True	2389	algorithm	1.7539359760190822	doc
6	True	2389	express	3.152174382360125	doc
6	True	2389	reli	5.58724865840025	doc
6	True	2389	search	3.189353385601879	doc
6	True	2389	detail	3.4570347913469903	doc
6	True	1186	lynch	18.378735477398813	doc
6	True	1186	,	0.08340083215487633	doc
6	True	1186	.	0.18182600862044873	doc
6	True	1186	recurs	14.913399545338264	doc
6	True	1186	solut	8.276847987439387	doc
6	True	1186	class	10.283293227140632	doc
6	True	1186	combinatori	18.959803192052185	doc
6	True	1186	problem	11.65863058876623	doc
6	True	1186	:	7.388050539009871	doc
6	True	1186	requir	2.3851799518484302	doc
6	True	1186	select	3.594818493710043	doc
6	True	1186	element	7.705295206024286	doc
6	True	1186	set	2.511473677172722	doc
6	True	1186	solv	3.4871878295176777	doc
6	True	1186	process	1.9945130648392155	doc
6	True	1186	analog	5.36410510708604	doc
6	True	1186	comput	1.2576124109282916	doc
6	True	1186	binomi	6.126245159132937	doc
6	True	1186	coeffici	3.9946178642825303	doc
6	True	1186	specif	3.1969579849870984	doc
6	True	1186	analyz	3.5395558150349937	doc
6	True	1186	general	2.3291521203787675	doc
6	True	1186	techniqu	2.211369084722384	doc
6	True	1186	expos	6.68586094706836	doc
6	True	1186	algol	3.2681342634549932	doc
6	True	1186	program	1.3471216660214071	doc
6	True	1186	develop	2.416163497368397	doc
6	True	1398	sterl	18.841187516880584	doc
6	True	1398	,	0.2001619971717032	doc
6	True	1398	.	0.36365201724089746	doc
6	True	1398	gleser	24.21646592456475	doc
6	True	1398	haberman	24.21646592456475	doc
6	True	1398	pollack	17.97814129952524	doc
6	True	1398	robot	22.137024382884913	doc
6	True	1398	data	6.160686281076046	doc
6	True	1398	screen	18.841187516880584	doc
6	True	1398	:	7.388050539009871	doc
6	True	1398	solut	11.03579731658585	doc
6	True	1398	multivari	23.970855066033657	doc
6	True	1398	type	12.911872886918635	doc
6	True	1398	problem	7.772420392510819	doc
6	True	1398	biolog	23.078280860776815	doc
6	True	1398	social	20.72713420116834	doc
6	True	1398	scienc	15.780083692572633	doc
6	True	1398	approach	6.363612359932993	doc
6	True	1398	outlin	4.1803350100776235	doc
6	True	1398	found	3.867462688797284	doc
6	True	1398	medicin	6.126245159132937	doc
6	True	1398	``	5.208190334106237	doc
6	True	1398	logic	3.6062471895336663	doc
6	True	1398	''	5.158187729695403	doc
6	True	1398	statist	3.7414219679019185	doc
6	True	1398	criterion	5.507205950726713	doc
6	True	1398	variabl	9.391538656736838	doc
6	True	1398	group	4.160132302760104	doc
6	True	1398	determinist	5.507205950726713	doc
6	True	1398	model	2.873658276922424	doc
6	True	1398	algorithm	0.8769679880095411	doc
6	True	1398	develop	2.416163497368397	doc
6	True	1398	analysi	2.4590272018001795	doc
6	True	1398	elimin	3.977810745966149	doc
6	True	1398	criteria	4.408593662058603	doc
6	True	1398	accept	4.545794783572089	doc
6	True	1398	termin	3.9946178642825303	doc
6	True	1398	search	3.189353385601879	doc
6	True	1398	process	1.9945130648392155	doc
6	True	1398	deriv	3.2681342634549932	doc
6	True	1398	inform	2.3617282908133803	doc
6	True	1398	theori	3.5503667311392095	doc
9	True	N/A	secur	4.6709579265260945	query
9	True	N/A	consider	3.8977680382926128	query
9	True	N/A	local	4.57564774672177	query
9	True	N/A	network	7.212494379067333	query
9	True	N/A	,	0.03336033286195053	query
9	True	N/A	oper	2.1532614539151034	query
9	True	N/A	system	3.0081547935525483	query
9	True	N/A	distribut	3.344767489475909	query
9	True	N/A	.	0.02272825107755609	query
9	True	1685	schurmann	24.21646592456475	doc
9	True	1685	,	0.6171661579460849	doc
9	True	1685	.	0.13636950646533655	doc
9	True	1685	activ	63.913885828520485	doc
9	True	1685	network	137.03739320227933	doc
9	True	1685	manag	13.828139165387961	doc
9	True	1685	project	16.640529211040416	doc
9	True	1685	standard	15.20858693397907	doc
9	True	1685	generat	23.51312814639682	doc
9	True	1685	assembl	17.95454547892856	doc
9	True	1685	analysi	9.836108807200718	doc
9	True	1685	calcul	17.43593914758839	doc
9	True	1685	program	8.082729996128442	doc
9	True	1685	gan	32.288621232753	doc
9	True	1685	system	6.016309587105097	doc
9	True	1685	analyz	10.61866744510498	doc
9	True	1685	design	4.750123643365691	doc
9	True	1685	save	4.739950798013046	doc
9	True	1685	time	2.208524132590153	doc
9	True	1685	prepar	4.545794783572089	doc
9	True	1685	deal	4.461237395544026	doc
9	True	1685	conveni	4.814058770166768	doc
9	True	1685	defin	3.1969579849870984	doc
9	True	1685	descript	3.3626251068759156	doc
9	True	1685	languag	4.1764380550021185	doc
9	True	1685	set	2.511473677172722	doc
9	True	1685	present	1.8299320427330847	doc
9	True	1685	general	2.3291521203787675	doc
9	True	1685	idea	4.5168072466988365	doc
9	True	1685	perform	2.7442791393986687	doc
9	True	1685	(	0.8329403344084442	doc
9	True	1685	schedul	3.6654360609239967	doc
9	True	1685	)	0.8307890248659321	doc
9	True	2949	tajibnapi	24.21646592456475	doc
9	True	2949	,	0.6838868236699859	doc
9	True	2949	w.	8.739300026921162	doc
9	True	2949	.	0.20455425969800484	doc
9	True	2949	distribut	53.51627983161455	doc
9	True	2949	comput	17.60657375299608	doc
9	True	2949	network	82.94368535927433	doc
9	True	2949	correct	27.26972971260946	doc
9	True	2949	proof	32.093698381134644	doc
9	True	2949	control	25.617677710275437	doc
9	True	2949	topolog	57.62836160545237	doc
9	True	2949	rout	28.84785107597102	doc
9	True	2949	problem	7.772420392510819	doc
9	True	2949	oper	8.613045815660413	doc
9	True	2949	system	6.016309587105097	doc
9	True	2949	store	28.31644652027995	doc
9	True	2949	forward	45.39408028311903	doc
9	True	2949	packet	25.850869583016596	doc
9	True	2949	switch	41.91153571305627	doc
9	True	2949	messag	19.7466443690364	doc
9	True	2949	traffic	22.348994633601	doc
9	True	2949	inform	18.893826326507043	doc
9	True	2949	main	11.602388066391851	doc
9	True	2949	tenanc	20.05758284120508	doc
9	True	2949	protocol	37.68237503376117	doc
9	True	2949	order	2.9601675198317063	doc
9	True	2949	node	13.30370744538559	doc
9	True	2949	communic	3.594818493710043	doc
9	True	2949	's	4.874731410038001	doc
9	True	2949	link	4.310955192494688	doc
9	True	2949	crash	8.07215530818825	doc
9	True	2949	scheme	7.015614233440827	doc
9	True	2949	need	3.251873742583213	doc
9	True	2949	updat	4.6709579265260945	doc
9	True	2949	major	3.867462688797284	doc
9	True	2949	constrain	5.58724865840025	doc
9	True	2949	ts	5.674260035389879	doc
9	True	2949	involv	3.4669851222001586	doc
9	True	2949	central	4.6709579265260945	doc
9	True	2949	implement	5.109404823447084	doc
9	True	2949	merit	5.507205950726713	doc
9	True	2949	present	3.6598640854661695	doc
9	True	2949	explain	4.704859478201776	doc
9	True	2949	;	2.873658276922424	doc
9	True	2949	general	2.3291521203787675	doc
9	True	2949	base	2.7589493291464624	doc
9	True	2949	baran	8.07215530818825	doc
9	True	2949	``	2.6040951670531185	doc
9	True	2949	hot	7.379008127628304	doc
9	True	2949	potato	7.379008127628304	doc
9	True	2949	heurist	4.334485689904882	doc
9	True	2949	doctrin	7.379008127628304	doc
9	True	2949	''	2.5790938648477013	doc
9	True	3158	den	16.09231532125812	doc
9	True	3158	,	0.31692316218853006	doc
9	True	3158	d.e	24.21646592456475	doc
9	True	3158	.	0.15909775754289263	doc
9	True	3158	person	45.39408028311903	doc
9	True	3158	comput	10.060899287426333	doc
9	True	3158	secur	46.70957926526094	doc
9	True	3158	privaci	22.028823802906853	doc
9	True	3158	network	32.456224705802995	doc
9	True	3158	public-key	34.8677150976007	doc
9	True	3158	encrypt	30.631225795664683	doc
9	True	3158	insecur	22.137024382884913	doc
9	True	3158	method	3.609909519293775	doc
9	True	3158	implement	2.554702411723542	doc
9	True	3158	central	14.012873779578284	doc
9	True	3158	facil	11.602388066391851	doc
9	True	3158	propos	2.901671313150098	doc
9	True	3158	employ	3.913272224828578	doc
9	True	3158	devic	3.8977680382926128	doc
9	True	3158	hardwar	3.8825005661618244	doc
9	True	3158	key	3.977810745966149	doc
9	True	3158	user	9.327932033785029	doc
9	True	3158	respons	4.383275854074314	doc
9	True	3158	need	3.251873742583213	doc
9	True	3158	reli	5.58724865840025	doc
9	True	3158	communic	3.594818493710043	doc
9	True	3158	link	4.310955192494688	doc
9	True	3158	safe	6.126245159132937	doc
9	True	3158	store	3.5395558150349937	doc
9	True	3158	confidenti	12.925434791508298	doc
9	True	3158	transmit	5.299566585948469	doc
9	True	3158	data	2.0535620936920154	doc
9	True	2197	nielsen	19.38815218726245	doc
9	True	2197	,	0.5838058250841343	doc
9	True	2197	n.	13.91450431110931	doc
9	True	2197	.	0.22728251077556091	doc
9	True	2197	comput	45.2740467934185	doc
9	True	2197	share	34.41294059525002	doc
9	True	2197	util	14.2451832066856	doc
9	True	2197	cooper	21.45642042834416	doc
9	True	2197	network	75.73119098020699	doc
9	True	2197	curriculum	19.10527376873568	doc
9	True	2197	develop	12.080817486841987	doc
9	True	2197	educ	15.845125776059755	doc
9	True	2197	region	42.65955718211742	doc
9	True	2197	remot	19.576405911361217	doc
9	True	2197	merit	16.52161785218014	doc
9	True	2197	suggest	3.399326473726344	doc
9	True	2197	mean	3.2046208577326674	doc
9	True	2197	stimul	6.68586094706836	doc
9	True	2197	spread	8.07215530818825	doc
9	True	2197	capabl	7.590978378344389	doc
9	True	2197	institut	5.299566585948469	doc
9	True	2197	higher	4.9366610922591	doc
9	True	2197	learn	9.55263688436784	doc
9	True	2197	construct	6.333761059499641	doc
9	True	2197	san	6.68586094706836	doc
9	True	2197	francisco	7.379008127628304	doc
9	True	2197	bay	6.126245159132937	doc
9	True	2197	area	3.867462688797284	doc
9	True	2197	stanford	6.97354301952014	doc
9	True	2197	univers	3.9612814440149386	doc
9	True	2197	paper	1.9808454261105517	doc
9	True	2197	report	3.4669851222001586	doc
9	True	2197	lesson	6.97354301952014	doc
9	True	2197	oper	2.1532614539151034	doc
9	True	2197	past	5.299566585948469	doc
9	True	2197	year	4.200954297280359	doc
9	True	2197	major	3.867462688797284	doc
9	True	2197	impact	4.9811128548299335	doc
9	True	2197	power	7.509334389303879	doc
9	True	2197	deliv	6.97354301952014	doc
9	True	2197	school	10.152846069268518	doc
9	True	2197	awaken	8.07215530818825	doc
9	True	2197	awar	6.97354301952014	doc
9	True	2197	foster	6.462717395754149	doc
9	True	2197	expertis	8.07215530818825	doc
9	True	2197	assist	4.9811128548299335	doc
9	True	2197	central	9.341915853052189	doc
9	True	2197	facil	7.734925377594568	doc
9	True	2197	idea	4.5168072466988365	doc
9	True	2197	particip	5.507205950726713	doc
9	True	2197	import	3.497444329684867	doc
9	True	2197	benefit	10.72821021417208	doc
9	True	2197	qualiti	5.507205950726713	doc
9	True	2197	varieti	4.101863394636128	doc
9	True	2197	servic	4.5168072466988365	doc
9	True	2197	provid	3.015909502839942	doc
9	True	2197	found	3.867462688797284	doc
9	True	2197	play	5.507205950726713	doc
9	True	2197	key	3.977810745966149	doc
9	True	2197	role	5.027632870464827	doc
9	True	2197	effect	3.068209002242791	doc
9	True	2197	bring	5.992713766508414	doc
9	True	2197	judg	6.68586094706836	doc
9	True	2197	purveyor	8.07215530818825	doc
9	True	2197	raw	8.07215530818825	doc
9	True	2776	chamber	20.920629058560422	doc
9	True	2776	,	0.2835628293265795	doc
9	True	2776	.	0.34092376616334136	doc
9	True	2776	poor	17.97814129952524	doc
9	True	2776	r.	6.574866965362649	doc
9	True	2776	network	57.69995503253866	doc
9	True	2776	higher	44.4299498303319	doc
9	True	2776	educ	39.612814440149386	doc
9	True	2776	comput	6.288062054641458	doc
9	True	2776	:	9.850734052013161	doc
9	True	2776	socio-economic-polit	24.21646592456475	doc
9	True	2776	factor	15.072360859936321	doc
9	True	2776	studi	6.440250088537265	doc
9	True	2776	present	1.8299320427330847	doc
9	True	2776	result	2.3750618216828454	doc
9	True	2776	nationwid	8.07215530818825	doc
9	True	2776	survey	4.408593662058603	doc
9	True	2776	conduct	10.477883928264067	doc
9	True	2776	1971-73	8.07215530818825	doc
9	True	2776	major	7.734925377594568	doc
9	True	2776	18	6.462717395754149	doc
9	True	2776	minor	5.992713766508414	doc
9	True	2776	identifi	8.203726789272256	doc
9	True	2776	includ	2.7738379416402132	doc
9	True	2776	arpa	6.97354301952014	doc
9	True	2776	net	12.252490318265874	doc
9	True	2776	california	6.126245159132937	doc
9	True	2776	state	7.676097607181981	doc
9	True	2776	colleg	5.36410510708604	doc
9	True	2776	univers	11.883844332044816	doc
9	True	2776	iowa/iowa	8.07215530818825	doc
9	True	2776	michigan	6.280395838960195	doc
9	True	2776	research	3.823660066138891	doc
9	True	2776	inform	2.3617282908133803	doc
9	True	2776	triad	7.379008127628304	doc
9	True	2776	inc.	6.97354301952014	doc
9	True	2776	triangl	6.97354301952014	doc
9	True	2776	center	4.57564774672177	doc
9	True	2776	north	6.97354301952014	doc
9	True	2776	carolina	7.379008127628304	doc
9	True	2776	in-depth	8.07215530818825	doc
9	True	2776	base	2.7589493291464624	doc
9	True	2776	experi	3.4570347913469903	doc
9	True	2776	oper	2.1532614539151034	doc
9	True	2776	number	2.164072370019319	doc
9	True	2776	consider	3.8977680382926128	doc
9	True	2776	develop	4.832326994736794	doc
9	True	2776	final	3.7680902149840803	doc
9	True	2776	recommend	4.853279483320049	doc
9	True	2776	advanc	4.704859478201776	doc
9	True	2776	regard	4.77631844218392	doc
9	True	2776	futur	4.222007706478191	doc
9	True	2614	crandal	24.21646592456475	doc
9	True	2614	,	0.18348183074072794	doc
9	True	2614	k.	11.386467567516585	doc
9	True	2614	.	0.06818475323266827	doc
9	True	2614	critic	18.425677621554094	doc
9	True	2614	path	17.337942759619526	doc
9	True	2614	network	39.66871908487033	doc
9	True	2614	preced	33.17965558609132	doc
9	True	2614	arrow	22.137024382884913	doc
9	True	2614	transform	10.492332989054601	doc
9	True	2614	[	6.475956907649939	doc
9	True	2614	]	6.467859736742444	doc
9	True	2614	(	2.4988210032253324	doc
9	True	2614	algorithm	2.630903964028623	doc
9	True	2614	a481	24.21646592456475	doc
9	True	2614	)	2.492367074597796	doc
9	True	2951	mamrak	20.920629058560422	doc
9	True	2951	,	0.6672066572390106	doc
9	True	2951	s.	10.087875320627747	doc
9	True	2951	.	0.15909775754289263	doc
9	True	2951	respons	61.365861957040394	doc
9	True	2951	time	30.91933785626214	doc
9	True	2951	monitor	21.792916207419708	doc
9	True	2951	comput	12.576124109282915	doc
9	True	2951	network	61.30620222207233	doc
9	True	2951	time-shar	19.263238015060715	doc
9	True	2951	system	18.04892876131529	doc
9	True	2951	compar	16.139841108648294	doc
9	True	2951	arpa	34.8677150976007	doc
9	True	2951	anlyt	32.288621232753	doc
9	True	2951	model	11.494633107689696	doc
9	True	2951	simul	15.984789924935491	doc
9	True	2951	benchmark	26.74344378827344	doc
9	True	2951	job	17.95454547892856	doc
9	True	2951	measur	18.513537278606144	doc
9	True	2951	dynam	14.565354037379745	doc
9	True	2951	predict	19.413117933280198	doc
9	True	2951	ultim	6.280395838960195	doc
9	True	2951	aim	5.299566585948469	doc
9	True	2951	resourc	8.280659350927849	doc
9	True	2951	share	3.823660066138891	doc
9	True	2951	human	4.461237395544026	doc
9	True	2951	compon	8.487027823398309	doc
9	True	2951	technic	5.127716329021809	doc
9	True	2951	fulli	5.299566585948469	doc
9	True	2951	investig	8.53098563683586	doc
9	True	2951	achiev	3.7954891891721947	doc
9	True	2951	goal	5.027632870464827	doc
9	True	2951	research	7.647320132277782	doc
